Total_Customers,Churned_Customers,Churn_Rate_%,Total_Revenue,Revenue_Lost,Monthly_Revenue_At_Risk,Annual_Revenue_At_Risk
1001,412.0,41.2,82763110.89,34421483.28,1127867.65,13534411.8
